250,11495,bfs,310,False,2512,0.047574
250,11495,bfs,374,False,3024,0.039262
250,11495,bfs,361,False,2920,0.223072
250,11495,bfs,429,False,3464,0.229352
250,11495,bfs,316,False,2560,0.037475
250,11495,bfs,306,False,2480,0.179086
250,11495,bfs,278,False,2256,0.504997
250,11495,bfs,339,False,2744,0.064030
250,11495,bfs,531,False,4280,0.277349
250,11495,bfs,321,False,2600,0.074664
250,11495,bfs,219,False,1784,0.023237
250,11495,bfs,150,False,1232,0.093524
250,11495,bfs,487,False,3928,0.096406
250,11495,bfs,345,False,2792,0.041142
250,11495,bfs,397,False,3208,0.238914
250,11495,bfs,195,False,1592,0.133141
250,11495,bfs,259,False,2104,0.029023
250,11495,bfs,314,False,2544,0.044750
250,11495,bfs,316,False,2560,0.134129
250,11495,bfs,348,False,2816,0.064556
250,11495,bfs,484,False,3904,0.265188
250,11495,bfs,406,False,3280,0.152303
250,11495,bfs,593,False,4776,0.109504
250,11495,bfs,395,False,3192,0.073215
250,11495,bfs,243,False,1976,0.035284
250,11495,bfs,549,False,4424,0.109391
250,11495,bfs,215,False,1752,0.030198
250,11495,bfs,271,False,2200,0.139579
250,11495,bfs,459,False,3704,0.059112
250,11495,bfs,243,False,1976,0.025304
250,11495,bfs,165,False,1352,0.022049
250,11495,bfs,221,False,1800,0.026309
250,11495,bfs,234,False,1904,0.056881
250,11495,bfs,273,False,2216,0.042458
250,11495,bfs,552,False,4448,0.260568
250,11495,bfs,430,False,3472,0.093448
250,11495,bfs,164,False,1344,0.053037
250,11495,bfs,247,False,2008,0.108170
250,11495,bfs,145,False,1192,0.018893
250,11495,bfs,173,False,1416,0.207548
250,11495,bfs,423,False,3416,0.110176
250,11495,bfs,511,False,4120,0.163828
250,11495,bfs,469,False,3784,0.085385
250,11495,bfs,328,False,2656,0.037315
250,11495,bfs,287,False,2328,0.075947
250,11495,bfs,486,False,3920,0.075482
250,11495,bfs,406,False,3280,0.042194
250,11495,bfs,325,False,2632,0.041671
250,11495,bfs,161,False,1320,0.019201
